notice_number,buyer_name,supplier_name,title,awarded_cad,overrun_cad,expense_count,reason,overrun_pct,seao_url
1178782,Institut national de la recherche scientifique (INRS),Groupe Plombaction Inc.,Réfection des laboratoires du bâtiment 18 du centre Institut Armand-Frappier (2e étape),16743960.0,3233204.79,8,• Ragréage sous-sol ailes A et C lié à la démolition en Mécanique et Électricité • Ajout de joints de contrôle à l'entrée des locaux D005 et D003. Annulation de la plinthe remontée en RSS.5 dans le local D003A. Ajout d'un scellant entre les cloisons et le revêtement de plancher dans le local D003A.,19.3,http://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=1a10536d-b957-4a3d-be3d-562cfafa1552
475902,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)",Consortium Roche / SNC-Lavalin,"Mise à jour de l'avant-projet définitif, préparation plans et devis et surveillance des travaux sur la route 167 vers monts Otish, Nord-du-Québec.",6895064.0,3230000.0,1,Surveillance additionnelle liée à des imprévus ou une prolongation de l'échéancier ou à une situation particulière,46.8,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=111b668f-2a48-4fe1-8bbb-a949dcce8475
621513,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)",Pomerleau Inc.,(STRUCTURE COMPLEXE) Reconstruction du pont Northfield (P-16193) sur le chemin du Pont (Gracefield),25623756.28,3216958.75,1,Poursuites judiciaires ou réclamations,12.6,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=515235f6-b157-4a1a-a140-51c75014d118
777593,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)",Consortium Genivar\Cima+\Desseau-Soprin,Préparation d'un avant-projet de plans et devis pour la reconstruction de l'échangeur des autoroutes 15 et 640,3800000.0,3206735.29,5,Modifications au concept initial.,84.4,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=d21a2211-8ec2-4be3-a7ef-78d0c3f8b577
691849,SQI-Direction Gestion de projets Ouest 1 (SQI-Gestion de projets Montréal- SSS),Lavacon construction Inc,"Agrandissement de l'Urgence - Lot 3 (Lot principal) au 3120, boul. Taschereau, Greenfield Park (Québec)",20732094.62,3146467.53,6,Imprévu de chantier,15.2,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=c6868b65-51dd-4250-9b3d-01d03e28295b
804167,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)",Bruneau Électrique Inc.,"Remplacement de lampadaires, terrassement, éléments de sécurité, maintien de la circulation et travaux connexes sur diverses routes(Laval et diverses",6780237.0,3115907.02,6,Dépassement relié à des variations de quantité et/ou des modifications au contrat de construction ou de services de nature technique,46.0,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=e2ff843c-e263-4e9f-a7ec-31b78e19b591
504057,Ministère des Transports et de la mobilité durable (Direction de l'administration des appels d'offres publics),SNC-Lavalin inc.,"Avant-projet définitif, plans et devis et surveillance pour prolongement de la route 167, sur une distance de 240 km vers les monts Otish.",11341220.0,3110000.0,1,Surveillance additionnelle liée à des imprévus ou une prolongation de l'échéancier ou à une situation particulièere.,27.4,
626762,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)","Demix Construction, une division de CRH Canada inc.","Construction d'une voie réservée dans le corridor de l'A-20, réparation de la structure au-dessus de la 55e Avenue (Montréal et Dorval)",12954551.0,3108427.28,4,Dépassement relié à des variations de quantité et/ou des modifications au contrat de construction ou de services de nature technique,24.0,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=f2f7f69b-b85b-4df0-b2d0-e899613567dc
1392590,Centre intégré de santé et de services sociaux de Laval,Groupe Sûreté Inc,Covid 19 - Groupe Sureté Inc.,1961567.41,3054120.0,1,"Une banque d'heures sera allouée aux zones chaudes, et a été estimée à 24 144 heures pour lesquelles le CISSS paiera une prime covid",155.7,
1143167,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)",Construction Polaris Inc..,7204-17-0902 - Adoucissement des pentes de talus de la piste et réfection de sections de la route d'accès à l'aéroport de Tasiujaq (Nord-du-Québec),3357000.0,3008733.25,1,Caractéristiques des sols différentes de celles prévues,89.6,http://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=96654e1d-1b18-4aad-9136-e7ec244e6fa4
540473,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Énergie Valero,PRODUITS PÉTROLIERS - CARBURANT EN VRAC ET HUILE À CHAUFFAGE,48785120.95,3004547.49,3,"Plus grande consommation que prévue à l'appel d'offres, fluctuation du marché des produits pétroliers et hiver rigoureux.",6.2,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=9d7f5eeb-9dff-419f-9c0e-238234bf98bc
1196937,Centre d'acquisitions gouvernementales,McAfee inc.,Produits McAfee pour les clients du regroupement d'achats,1500000.0,3000000.0,1,Un montant additionnel a été alloué afin de mener à terme le contrat.,200.0,
777432,Ministère des Transports et de la Mobilité durable (Direction de l'administration des appels d'offres publics),"Groupe Hexagone, s.e.c..",Réfection du pont des Draveurs (P-14290) et du pont P-15093 sur l'autoroute 50 (Gatineau),21790000.0,2966072.08,2,Variation de quantité,13.6,
658549,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)",Construction Demathieu & Bard (CDB) Inc.,"Projet Turcot - Prolongement de La Vérendrye, construction de bretelles, des rues Pitt, Gladstone, ponts d'étagement et divers travaux (Montréal)",22861176.2,2955611.4,1,Dommages ou contraintes imprévisibles ne pouvant être connus avant les travaux,12.9,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=6aee0da4-bf00-48df-a32d-b8f976da8200
384222,Centre Hospitalier de l'Université de Montréal. CHUM,Les services ménagers Roy ltée.,main d'oeuvre indépendante: mécanicien de machine fixe,1816657.0,2901019.0,1,Utilisation de plus de mécaniciens de machine fixe que prévu,159.7,https://www.seao.ca/OpportunityPublication/avisconsultes.aspx?ItemId=8e9aa829-e08a-442e-b1c6-e1bb47569c76
